,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
4346,4347,3,False,7,0,False,2,True,2,0.7,0.65,0.1642,19,36,55,Medium-High demand
11980,11981,2,True,5,9,False,6,False,1,0.56,0.43,0.1642,79,213,292,High demand
15507,15508,4,True,10,8,False,6,False,1,0.34,0.53,0.1045,23,151,174,Medium-High demand
143,144,1,False,1,6,False,5,True,2,0.2,0.69,0.0,8,26,34,Medium-Low demand
4028,4029,3,False,6,18,False,2,True,2,0.76,0.7,0.2537,67,469,536,High demand
13010,13011,3,True,7,7,False,0,False,1,0.74,0.7,0.0,13,37,50,Medium-Low demand
10376,10377,1,True,3,11,False,2,True,1,0.54,0.73,0.2836,64,155,219,High demand
12944,12945,3,True,6,13,False,4,True,1,0.86,0.26,0.2239,31,205,236,Medium-High demand
7319,7320,4,False,11,14,False,0,False,1,0.46,0.55,0.194,101,219,320,High demand
5252,5253,3,False,8,18,False,4,True,1,0.78,0.29,0.0896,74,497,571,High demand
5947,5948,3,False,9,8,False,6,False,1,0.62,0.83,0.1642,16,103,119,Medium-Low demand
12368,12369,2,True,6,13,False,1,True,1,0.64,0.41,0.3582,85,189,274,High demand
4778,4779,3,False,7,0,False,6,False,1,0.82,0.56,0.0,16,85,101,Medium-Low demand
7301,7302,4,False,11,20,False,6,False,1,0.32,0.66,0.0,29,136,165,Medium-High demand
3147,3148,2,False,5,1,False,1,True,1,0.52,0.94,0.1343,6,8,14,Medium-Low demand
11622,11623,2,True,5,11,False,5,True,2,0.7,0.61,0.0,77,181,258,High demand
14365,14366,3,True,8,18,False,0,False,2,0.64,0.89,0.0896,77,187,264,High demand
8878,8879,1,True,1,19,False,2,True,1,0.38,0.46,0.1045,11,270,281,Medium-Low demand
1575,1576,1,False,3,2,False,5,True,3,0.34,1.0,0.1045,2,3,5,Low demand
2725,2726,2,False,4,11,False,4,True,2,0.62,0.83,0.2836,10,74,84,Medium-Low demand
10885,10886,2,True,4,17,False,2,True,1,0.62,0.17,0.194,123,634,757,High demand
17017,17018,4,True,12,20,False,0,False,2,0.38,0.82,0.0,14,108,122,Medium-Low demand
2788,2789,2,False,5,2,False,0,False,1,0.42,0.77,0.1045,7,43,50,Medium-Low demand
11503,11504,2,True,4,12,False,0,False,1,0.48,0.44,0.1045,223,361,584,High demand
51,52,1,False,1,6,False,1,True,1,0.14,0.5,0.3881,0,30,30,Low demand
406,407,1,False,1,22,False,2,True,2,0.22,0.93,0.0896,0,33,33,Low demand
14989,14990,3,True,9,18,False,5,True,1,0.66,0.61,0.2537,106,699,805,High demand
7493,7494,4,False,11,20,False,0,False,1,0.5,0.31,0.3582,24,115,139,Medium-High demand
2789,2790,2,False,5,3,False,0,False,1,0.4,0.82,0.1045,8,15,23,Medium-Low demand
11496,11497,2,True,4,5,False,0,False,1,0.34,0.87,0.0,0,6,6,Low demand
10168,10169,1,True,3,18,False,0,False,1,0.32,0.33,0.6119,20,164,184,Medium-High demand
8530,8531,1,False,12,4,False,2,True,2,0.3,0.65,0.2239,0,3,3,Low demand
9583,9584,1,True,2,6,False,4,True,1,0.2,0.75,0.2836,1,75,76,Low demand
15794,15795,4,True,10,7,False,4,True,2,0.52,0.88,0.194,18,477,495,Medium-High demand
11735,11736,2,True,5,4,False,3,True,3,0.56,0.88,0.2239,0,5,5,Low demand
8045,8046,4,False,12,21,False,2,True,2,0.44,1.0,0.194,6,108,114,Medium-Low demand
4136,4137,3,False,6,6,False,0,False,1,0.6,0.64,0.0,7,13,20,Medium-Low demand
6501,6502,4,False,10,11,False,1,True,2,0.4,0.71,0.2239,26,100,126,Medium-High demand
16509,16510,4,True,11,15,False,0,False,1,0.3,0.42,0.2537,36,209,245,Medium-High demand
16590,16591,4,True,11,0,False,4,True,1,0.24,0.56,0.0896,4,25,29,Low demand
1349,1350,1,False,3,12,False,2,True,1,0.3,0.39,0.1343,6,80,86,Medium-Low demand
5026,5027,3,False,8,8,False,2,True,1,0.74,0.58,0.2836,37,398,435,Medium-High demand
5762,5763,3,False,9,13,False,5,True,2,0.68,0.65,0.1343,72,207,279,High demand
15126,15127,4,True,9,11,False,4,True,2,0.72,0.51,0.1642,67,227,294,High demand
193,194,1,False,1,8,False,0,False,1,0.1,0.49,0.2836,0,10,10,Low demand
1963,1964,2,False,3,15,False,0,False,1,0.32,0.36,0.2836,61,111,172,High demand
10848,10849,2,True,4,4,False,1,True,1,0.4,0.76,0.4925,2,2,4,Low demand
5793,5794,3,False,9,20,False,6,False,1,0.7,0.79,0.1642,99,120,219,High demand
8066,8067,4,False,12,18,False,3,True,3,0.4,0.94,0.2985,3,48,51,Low demand
9436,9437,1,True,2,2,False,5,True,1,0.3,0.52,0.2239,0,6,6,Low demand
14142,14143,3,True,8,11,False,5,True,1,0.76,0.52,0.2836,98,205,303,High demand
2318,2319,2,False,4,12,False,1,True,2,0.6,0.73,0.3284,37,97,134,Medium-High demand
11715,11716,2,True,5,8,False,2,True,2,0.54,0.73,0.2985,36,605,641,Medium-High demand
7939,7940,4,False,12,11,False,5,True,1,0.34,0.66,0.1642,18,142,160,Medium-High demand
16835,16836,4,True,12,6,False,0,False,3,0.4,0.94,0.1045,0,6,6,Low demand
4178,4179,3,False,6,0,False,2,True,2,0.66,0.78,0.1343,5,25,30,Medium-Low demand
8791,8792,1,True,1,3,False,6,False,1,0.32,0.57,0.1045,1,19,20,Low demand
1672,1673,1,False,3,7,False,2,True,1,0.24,0.75,0.1642,10,109,119,Medium-Low demand
616,617,1,False,1,22,False,5,True,1,0.24,0.65,0.3582,0,26,26,Low demand
4503,4504,3,False,7,13,False,1,True,1,0.86,0.5,0.2537,22,119,141,Medium-High demand
8527,8528,1,False,12,1,False,2,True,1,0.26,0.7,0.1343,0,6,6,Low demand
317,318,1,False,1,17,False,5,True,1,0.22,0.41,0.1642,4,155,159,Low demand
5135,5136,3,False,8,21,False,6,False,2,0.7,0.84,0.3284,28,86,114,Medium-High demand
13717,13718,3,True,7,18,False,1,True,1,0.76,0.58,0.4179,77,735,812,High demand
9511,9512,1,True,2,6,False,1,True,1,0.16,0.86,0.1045,0,72,72,Low demand
152,153,1,False,1,15,False,5,True,2,0.2,0.37,0.1642,9,63,72,Medium-Low demand
2279,2280,2,False,4,20,False,6,False,2,0.38,0.87,0.1642,19,74,93,Medium-High demand
6569,6570,4,False,10,7,False,4,True,1,0.42,0.62,0.194,15,287,302,Medium-Low demand
174,175,1,False,1,13,False,6,False,1,0.2,0.44,0.3284,7,95,102,Medium-Low demand
9066,9067,1,True,1,16,False,3,True,1,0.28,0.3,0.5224,13,163,176,Medium-Low demand
16575,16576,4,True,11,9,False,3,True,1,0.28,0.52,0.194,13,309,322,Medium-Low demand
16906,16907,4,True,12,5,False,3,True,1,0.26,0.6,0.194,0,37,37,Low demand
9697,9698,1,True,2,0,False,2,True,2,0.26,0.6,0.0,0,14,14,Low demand
5477,5478,3,False,8,3,False,0,False,1,0.66,0.83,0.2239,25,26,51,Medium-High demand
8000,8001,4,False,12,0,False,1,True,1,0.32,0.87,0.0896,3,21,24,Low demand
13241,13242,3,True,7,22,False,2,True,2,0.64,0.83,0.1343,14,125,139,Medium-Low demand
5398,5399,3,False,8,20,False,3,True,1,0.74,0.58,0.2537,37,243,280,Medium-High demand
14715,14716,3,True,9,8,False,1,True,1,0.56,0.6,0.2836,33,697,730,Medium-High demand
1064,1065,1,False,2,2,False,4,True,2,0.34,0.53,0.2239,2,4,6,Low demand
16970,16971,4,True,12,21,False,5,True,1,0.3,0.75,0.1642,7,165,172,Medium-Low demand
10981,10982,2,True,4,17,False,6,False,1,0.54,0.19,0.4179,299,268,567,High demand
14820,14821,3,True,9,17,False,5,True,1,0.72,0.51,0.194,137,757,894,High demand
15214,15215,4,True,10,3,False,1,True,1,0.44,0.77,0.0,1,6,7,Low demand
2197,2198,2,False,4,10,False,3,True,1,0.4,0.37,0.3881,21,48,69,Medium-High demand
8510,8511,1,False,12,8,True,1,False,1,0.32,0.45,0.1343,5,13,18,Medium-Low demand
1127,1128,1,False,2,17,False,6,False,1,0.42,0.19,0.6119,36,91,127,Medium-High demand
14309,14310,3,True,8,10,False,5,True,2,0.76,0.48,0.0,78,184,262,High demand
12316,12317,2,True,6,9,False,6,False,1,0.56,0.6,0.2537,89,243,332,High demand
6314,6315,4,False,9,16,False,0,False,1,0.7,0.7,0.0,144,320,464,High demand
7147,7148,4,False,10,10,False,0,False,1,0.32,0.61,0.0896,53,125,178,High demand
15169,15170,4,True,9,6,False,6,False,1,0.5,0.63,0.2537,4,33,37,Low demand
11623,11624,2,True,5,12,False,5,True,3,0.62,0.78,0.3582,46,125,171,Medium-High demand
3410,3411,2,False,5,0,False,5,True,1,0.68,0.69,0.2537,14,55,69,Medium-Low demand
2445,2446,2,False,4,19,False,6,False,2,0.52,0.94,0.4179,9,62,71,Medium-Low demand
3633,3634,2,False,6,7,False,0,False,2,0.6,0.73,0.2537,8,19,27,Medium-Low demand
4462,4463,3,False,7,20,False,6,False,1,0.76,0.58,0.2239,129,185,314,High demand
16281,16282,4,True,11,3,False,5,True,2,0.3,0.65,0.1343,0,6,6,Low demand
16196,16197,4,True,11,14,True,1,False,1,0.58,0.6,0.2836,134,310,444,High demand
6805,6806,4,False,10,3,False,0,False,1,0.42,0.54,0.1343,11,31,42,Medium-Low demand
9972,9973,1,True,2,13,False,6,False,1,0.32,0.31,0.4925,48,178,226,Medium-High demand
3008,3009,2,False,5,6,False,2,True,1,0.42,0.67,0.1343,9,103,112,Medium-Low demand
16284,16285,4,True,11,6,False,5,True,2,0.3,0.61,0.0896,4,126,130,Low demand
6538,6539,4,False,10,0,False,3,True,1,0.48,0.77,0.1343,7,36,43,Medium-Low demand
10559,10560,2,True,3,2,False,3,True,1,0.5,0.88,0.1343,2,8,10,Low demand
640,641,1,False,1,23,False,6,False,1,0.16,0.8,0.0896,3,30,33,Low demand
4562,4563,3,False,7,0,False,4,True,1,0.66,0.69,0.2985,14,32,46,Medium-Low demand
9799,9800,1,True,2,6,False,6,False,1,0.24,0.7,0.0,1,8,9,Low demand
8081,8082,4,False,12,9,False,4,True,1,0.24,0.52,0.3881,7,218,225,Medium-Low demand
4669,4670,3,False,7,11,False,1,True,1,0.8,0.55,0.0896,42,99,141,Medium-High demand
103,104,1,False,1,12,False,3,True,1,0.26,0.33,0.3284,5,74,79,Medium-Low demand
2566,2567,2,False,4,20,False,4,True,1,0.44,0.3,0.1343,28,176,204,Medium-High demand
3759,3760,2,False,6,13,False,5,True,1,0.84,0.44,0.1045,40,149,189,Medium-High demand
8404,8405,1,False,12,20,False,3,True,2,0.5,0.94,0.3582,5,162,167,Medium-Low demand
6212,6213,3,False,9,10,False,3,True,2,0.6,0.88,0.0,30,103,133,Medium-High demand
4463,4464,3,False,7,21,False,6,False,1,0.74,0.58,0.1642,83,155,238,High demand
11104,11105,2,True,4,21,False,4,True,1,0.42,0.35,0.1343,13,174,187,Medium-Low demand
6909,6910,4,False,10,12,False,4,True,1,0.48,0.48,0.5224,28,171,199,Medium-High demand
15570,15571,4,True,10,23,False,1,True,1,0.46,0.63,0.2239,9,72,81,Medium-Low demand
3958,3959,2,False,6,20,False,6,False,2,0.72,0.58,0.1343,61,127,188,High demand
11699,11700,2,True,5,16,False,1,True,2,0.6,0.53,0.3881,68,320,388,High demand
3548,3549,2,False,6,18,False,3,True,3,0.82,0.56,0.3881,31,278,309,Medium-High demand
11541,11542,2,True,5,2,False,2,True,2,0.5,0.72,0.0896,1,7,8,Low demand
6871,6872,4,False,10,21,False,2,True,2,0.54,0.68,0.1343,28,178,206,Medium-High demand
14576,14577,3,True,9,13,False,2,True,1,0.8,0.55,0.4478,72,203,275,High demand
10149,10150,1,True,3,23,False,6,False,1,0.42,0.24,0.0,12,94,106,Medium-Low demand
2629,2630,2,False,4,11,False,0,False,1,0.66,0.65,0.1343,124,193,317,High demand
7885,7886,4,False,11,5,False,3,True,1,0.28,0.81,0.194,1,21,22,Low demand
2453,2454,2,False,4,3,False,0,False,1,0.4,0.66,0.1343,12,13,25,Medium-Low demand
16849,16850,4,True,12,20,False,0,False,3,0.36,1.0,0.0896,6,102,108,Medium-Low demand
10800,10801,2,True,3,3,False,6,False,1,0.4,0.82,0.2537,10,21,31,Medium-Low demand
8063,8064,4,False,12,15,False,3,True,3,0.42,0.94,0.2239,5,25,30,Medium-Low demand
9879,9880,1,True,2,16,False,2,True,1,0.36,0.46,0.4179,14,240,254,Medium-Low demand
8258,8259,4,False,12,18,False,4,True,2,0.52,0.59,0.2985,14,363,377,Medium-Low demand
6408,6409,4,False,9,14,False,4,True,1,0.68,0.51,0.2985,33,134,167,Medium-High demand
4309,4310,3,False,7,11,False,0,False,1,0.76,0.62,0.1045,215,175,390,High demand
5746,5747,3,False,9,21,False,4,True,2,0.66,0.57,0.194,17,160,177,Medium-Low demand
8068,8069,4,False,12,20,False,3,True,3,0.34,0.87,0.6418,1,25,26,Low demand
7088,7089,4,False,10,23,False,4,True,1,0.34,0.61,0.4179,8,60,68,Medium-Low demand
15178,15179,4,True,9,15,False,6,False,1,0.6,0.43,0.2537,271,456,727,High demand
14775,14776,3,True,9,20,False,3,True,1,0.62,0.57,0.1343,38,432,470,Medium-High demand
6273,6274,4,False,9,23,False,5,True,2,0.58,1.0,0.1343,41,107,148,Medium-High demand
3492,3493,2,False,5,10,True,1,False,1,0.8,0.55,0.2537,116,153,269,High demand
73,74,1,False,1,5,False,2,True,1,0.12,0.68,0.1045,0,4,4,Low demand
16387,16388,4,True,11,13,False,2,True,2,0.44,0.58,0.0,49,218,267,High demand
7595,7596,4,False,11,2,False,5,True,1,0.24,0.44,0.2239,2,8,10,Low demand
8624,8625,1,False,12,3,False,6,False,2,0.4,0.62,0.2836,1,17,18,Low demand
3111,3112,2,False,5,13,False,6,False,3,0.52,1.0,0.0896,68,180,248,High demand
16449,16450,4,True,11,3,False,5,True,1,0.26,0.7,0.0,1,0,1,Low demand
13167,13168,3,True,7,20,False,6,False,1,0.9,0.37,0.1642,79,197,276,High demand
14445,14446,3,True,8,2,False,4,True,1,0.62,0.73,0.0,3,14,17,Low demand
6159,6160,3,False,9,5,False,1,True,2,0.5,0.77,0.194,2,26,28,Low demand
1184,1185,1,False,2,9,False,2,True,2,0.14,0.74,0.2537,5,101,106,Medium-Low demand
3884,3885,2,False,6,18,False,3,True,1,0.72,0.32,0.1343,80,527,607,High demand
6471,6472,4,False,10,5,False,0,False,1,0.32,0.87,0.2836,0,7,7,Low demand
17316,17317,1,True,12,9,False,6,False,2,0.26,0.81,0.0,16,33,49,Medium-Low demand
10890,10891,2,True,4,22,False,2,True,1,0.5,0.51,0.0,25,133,158,Medium-High demand
15920,15921,4,True,11,1,False,4,True,1,0.3,0.75,0.1045,8,22,30,Medium-Low demand
16687,16688,4,True,12,2,False,1,True,1,0.42,0.77,0.1642,1,9,10,Low demand
17136,17137,1,True,12,19,False,5,True,1,0.28,0.45,0.2985,5,148,153,Medium-Low demand
6018,6019,3,False,9,8,False,2,True,1,0.6,0.81,0.1045,26,399,425,Medium-High demand
9741,9742,1,True,2,20,False,3,True,1,0.36,0.46,0.1642,4,207,211,Low demand
3916,3917,2,False,6,2,False,5,True,1,0.56,0.94,0.1045,2,11,13,Low demand
12440,12441,2,True,6,13,False,4,True,1,0.7,0.37,0.2836,65,250,315,High demand
14450,14451,3,True,8,7,False,4,True,1,0.64,0.73,0.0,31,501,532,Medium-High demand
3452,3453,2,False,5,18,False,6,False,1,0.72,0.62,0.2537,173,212,385,High demand
17168,17169,1,True,12,3,False,0,False,1,0.2,0.51,0.1343,0,9,9,Low demand
7928,7929,4,False,12,0,False,5,True,1,0.26,0.7,0.0896,6,32,38,Medium-Low demand
15875,15876,4,True,10,16,False,0,False,3,0.48,0.67,0.4627,42,251,293,Medium-High demand
14294,14295,3,True,8,19,False,4,True,1,0.72,0.51,0.0896,96,537,633,High demand
5929,5930,3,False,9,14,False,5,True,1,0.72,0.74,0.0896,29,119,148,Medium-High demand
17183,17184,1,True,12,18,False,0,False,1,0.3,0.45,0.1642,8,85,93,Medium-Low demand
3923,3924,2,False,6,9,False,5,True,1,0.7,0.58,0.194,28,196,224,Medium-High demand
2242,2243,2,False,4,7,False,5,True,3,0.34,0.87,0.1642,4,109,113,Low demand
7852,7853,4,False,11,20,False,1,True,2,0.54,0.73,0.2537,12,206,218,Medium-Low demand
12145,12146,2,True,5,6,False,6,False,1,0.62,0.88,0.194,6,25,31,Medium-Low demand
15421,15422,4,True,10,18,False,2,True,2,0.5,0.72,0.2239,26,758,784,Medium-High demand
12176,12177,2,True,5,13,False,0,False,1,0.76,0.58,0.194,270,228,498,High demand
12560,12561,2,True,6,13,False,2,True,3,0.66,0.83,0.194,11,48,59,Medium-Low demand
16309,16310,4,True,11,7,False,6,False,1,0.24,0.7,0.194,8,70,78,Medium-Low demand
9690,9691,1,True,2,17,False,1,True,1,0.36,0.23,0.194,8,399,407,Medium-Low demand
14720,14721,3,True,9,13,False,1,True,1,0.64,0.38,0.2239,72,251,323,High demand
15526,15527,4,True,10,3,False,0,False,1,0.42,0.77,0.2985,3,25,28,Low demand
14713,14714,3,True,9,6,False,1,True,1,0.5,0.72,0.1343,8,172,180,Medium-Low demand
7198,7199,4,False,11,13,False,2,True,1,0.48,0.55,0.194,20,147,167,Medium-High demand
429,430,1,False,1,22,False,3,True,1,0.3,0.52,0.1642,6,53,59,Medium-Low demand
11197,11198,2,True,4,18,True,1,False,1,0.8,0.31,0.3881,87,589,676,High demand
1153,1154,1,False,2,20,False,0,False,2,0.34,0.42,0.0,12,30,42,Medium-Low demand
5133,5134,3,False,8,19,False,6,False,3,0.72,0.84,0.2537,57,114,171,High demand
14795,14796,3,True,9,16,False,4,True,1,0.72,0.39,0.0896,85,406,491,High demand
15344,15345,4,True,10,13,False,6,False,2,0.64,0.57,0.5224,310,400,710,High demand
2004,2005,2,False,3,9,False,2,True,1,0.28,0.28,0.3881,16,156,172,Medium-Low demand
8200,8201,4,False,12,8,False,2,True,1,0.2,0.69,0.1045,9,391,400,Medium-Low demand
14300,14301,3,True,8,1,False,5,True,2,0.64,0.73,0.0,5,37,42,Medium-Low demand
3016,3017,2,False,5,14,False,2,True,2,0.62,0.33,0.0,42,134,176,Medium-High demand
2551,2552,2,False,4,5,False,4,True,2,0.42,0.54,0.5522,0,14,14,Low demand
6132,6133,3,False,9,2,False,0,False,1,0.44,0.82,0.2537,21,68,89,Medium-High demand
6808,6809,4,False,10,6,False,0,False,1,0.38,0.66,0.1642,3,7,10,Low demand
13077,13078,3,True,7,2,True,3,False,1,0.66,0.83,0.1343,27,66,93,Medium-High demand
6443,6444,4,False,10,1,False,6,False,1,0.48,0.67,0.3284,11,47,58,Medium-Low demand
16908,16909,4,True,12,7,False,3,True,2,0.26,0.6,0.194,3,366,369,Low demand
11116,11117,2,True,4,9,False,5,True,1,0.42,0.41,0.1642,36,294,330,Medium-High demand
9882,9883,1,True,2,19,False,2,True,1,0.36,0.46,0.2985,5,299,304,Medium-Low demand
9488,9489,1,True,2,6,False,0,False,2,0.26,0.7,0.2537,0,4,4,Low demand
8578,8579,1,False,12,5,False,4,True,1,0.2,0.55,0.1045,0,10,10,Low demand
5575,5576,3,False,8,5,False,4,True,1,0.66,0.83,0.4179,1,25,26,Low demand
13528,13529,3,True,7,21,False,0,False,1,0.7,0.79,0.1045,88,257,345,High demand
17106,17107,4,True,12,13,False,4,True,2,0.36,0.57,0.194,46,171,217,Medium-High demand
10133,10134,1,True,3,7,False,6,False,2,0.36,0.93,0.1343,2,14,16,Low demand
2753,2754,2,False,4,15,False,5,True,2,0.56,0.4,0.2985,77,175,252,High demand
9260,9261,1,True,1,18,False,4,True,2,0.42,0.71,0.0,12,394,406,Medium-Low demand
6151,6152,3,False,9,21,False,0,False,2,0.54,0.68,0.0896,37,110,147,Medium-High demand
13451,13452,3,True,7,16,False,4,True,1,0.84,0.47,0.0896,70,288,358,High demand
9117,9118,1,True,1,19,False,5,True,2,0.2,0.37,0.1045,6,186,192,Medium-Low demand
17202,17203,1,True,12,14,False,1,True,3,0.24,0.87,0.1045,13,33,46,Medium-Low demand
10548,10549,1,True,3,15,False,2,True,2,0.62,0.69,0.1045,67,177,244,High demand
1078,1079,1,False,2,16,False,4,True,2,0.56,0.35,0.2985,29,117,146,Medium-High demand
17174,17175,1,True,12,9,False,0,False,1,0.2,0.59,0.1045,7,49,56,Medium-Low demand
12215,12216,2,True,5,4,False,2,True,1,0.66,0.78,0.2239,0,5,5,Low demand
8863,8864,1,True,1,4,False,2,True,2,0.2,0.86,0.1642,0,4,4,Low demand
9191,9192,1,True,1,21,False,1,True,2,0.26,1.0,0.2836,8,112,120,Medium-Low demand
9345,9346,1,True,1,7,False,1,True,1,0.22,0.44,0.2836,4,221,225,Low demand
560,561,1,False,1,13,False,2,True,2,0.26,0.56,0.1343,21,72,93,Medium-High demand
7884,7885,4,False,11,4,False,3,True,1,0.3,0.75,0.2239,0,5,5,Low demand
13202,13203,3,True,7,7,False,1,True,3,0.66,0.83,0.2239,7,223,230,Medium-Low demand
1049,1050,1,False,2,11,False,3,True,1,0.34,0.34,0.2985,7,59,66,Medium-Low demand
17056,17057,4,True,12,11,False,2,True,1,0.48,0.63,0.2239,58,211,269,High demand
4584,4585,3,False,7,22,False,4,True,1,0.64,0.57,0.0896,42,134,176,Medium-High demand
3973,3974,2,False,6,11,False,0,False,2,0.72,0.58,0.0896,141,236,377,High demand
2733,2734,2,False,4,19,False,4,True,1,0.62,0.43,0.2985,57,347,404,High demand
3394,3395,2,False,5,8,False,4,True,2,0.66,0.83,0.1642,31,458,489,Medium-High demand
8761,8762,1,True,1,21,False,4,True,1,0.26,0.6,0.1343,9,88,97,Medium-Low demand
14752,14753,3,True,9,21,False,2,True,1,0.56,0.6,0.1045,28,282,310,Medium-High demand
15233,15234,4,True,10,22,False,1,True,3,0.54,0.77,0.0896,17,190,207,Medium-Low demand
4940,4941,3,False,7,18,False,5,True,1,0.92,0.37,0.3284,49,313,362,High demand
15291,15292,4,True,10,8,False,4,True,1,0.64,0.89,0.0,27,711,738,Medium-High demand
3635,3636,2,False,6,9,False,0,False,2,0.6,0.78,0.194,53,111,164,High demand
16550,16551,4,True,11,8,False,2,True,3,0.32,0.81,0.1642,6,494,500,Medium-Low demand
5513,5514,3,False,8,15,False,1,True,1,0.74,0.3,0.2985,72,127,199,High demand
2512,2513,2,False,4,14,False,2,True,2,0.54,0.64,0.194,19,88,107,Medium-High demand
11969,11970,2,True,5,22,False,5,True,1,0.56,0.52,0.3284,57,194,251,High demand
5722,5723,3,False,8,21,False,3,True,1,0.66,0.61,0.0896,27,174,201,Medium-High demand
8162,8163,4,False,12,18,False,0,False,1,0.24,0.48,0.194,12,151,163,Medium-Low demand
722,723,1,False,2,11,False,3,True,2,0.24,0.93,0.194,5,47,52,Medium-Low demand
13520,13521,3,True,7,13,False,0,False,2,0.7,0.65,0.0896,238,388,626,High demand
4983,4984,3,False,7,13,False,0,False,1,0.9,0.24,0.1343,142,152,294,High demand
6579,6580,4,False,10,17,False,4,True,1,0.56,0.52,0.1343,63,505,568,High demand
16928,16929,4,True,12,3,False,4,True,2,0.26,0.56,0.2836,0,2,2,Low demand
2210,2211,2,False,4,23,False,3,True,1,0.46,0.41,0.2985,11,29,40,Medium-Low demand
4354,4355,3,False,7,8,False,2,True,1,0.72,0.62,0.1343,41,391,432,Medium-High demand
15616,15617,4,True,10,21,False,3,True,1,0.46,0.82,0.194,28,301,329,Medium-High demand
13930,13931,3,True,8,15,False,3,True,2,0.84,0.44,0.194,110,168,278,High demand
981,982,1,False,2,13,False,0,False,1,0.38,0.29,0.3582,62,92,154,High demand
12968,12969,3,True,6,13,False,5,True,1,0.94,0.38,0.194,45,194,239,Medium-High demand
1053,1054,1,False,2,15,False,3,True,1,0.46,0.28,0.4179,35,82,117,Medium-High demand
286,287,1,False,1,9,False,4,True,1,0.14,0.5,0.3284,2,137,139,Low demand
13019,13020,3,True,7,16,False,0,False,1,0.92,0.33,0.2985,85,228,313,High demand
11083,11084,2,True,4,0,False,4,True,1,0.32,0.66,0.2836,1,22,23,Low demand
7344,7345,4,False,11,15,False,1,True,1,0.56,0.37,0.1045,38,132,170,Medium-High demand
1895,1896,2,False,3,18,False,4,True,2,0.3,0.61,0.2985,17,197,214,Medium-Low demand
1891,1892,2,False,3,14,False,4,True,2,0.3,0.7,0.1343,17,66,83,Medium-Low demand
18,19,1,False,1,18,False,6,False,3,0.42,0.88,0.2537,9,26,35,Medium-Low demand
11328,11329,2,True,4,5,False,0,False,2,0.44,0.77,0.2239,0,6,6,Low demand
2418,2419,2,False,4,16,True,5,False,1,0.52,0.55,0.4925,70,173,243,High demand
7425,7426,4,False,11,0,True,5,False,1,0.34,0.53,0.2537,10,56,66,Medium-Low demand
6417,6418,4,False,9,23,False,4,True,1,0.52,0.77,0.1045,17,64,81,Medium-Low demand
9053,9054,1,True,1,3,False,3,True,2,0.44,0.51,0.4925,1,3,4,Low demand
8710,8711,1,True,1,18,False,2,True,1,0.14,0.26,0.5224,10,214,224,Medium-Low demand
14845,14846,3,True,9,18,False,6,False,2,0.64,0.36,0.2836,232,382,614,High demand
16084,16085,4,True,11,21,False,3,True,2,0.32,0.49,0.2985,5,121,126,Medium-Low demand
11391,11392,2,True,4,20,False,2,True,1,0.48,0.21,0.3284,16,269,285,Medium-Low demand
16712,16713,4,True,12,3,False,2,True,2,0.4,0.87,0.1343,1,3,4,Low demand
7242,7243,4,False,11,9,False,4,True,2,0.36,0.81,0.194,9,155,164,Medium-Low demand
8619,8620,1,False,12,22,False,5,True,2,0.34,0.71,0.1642,7,78,85,Medium-Low demand
